ScripNo,Exch,series,symbol,opttype,StrikePrice,ExpiryDate,MLot
3638594,NFO,FUTSTK,ABIRLANUVO,,0,2016-10-27,750
3660535,NFO,FUTSTK,ABIRLANUVO,,0,2016-11-24,750
3660535,NFO,FUTSTK,ABIRLANUVO,,0,2016-11-24,750
3686772,NFO,FUTSTK,ABIRLANUVO,,0,2016-12-29,750
3686772,NFO,FUTSTK,ABIRLANUVO,,0,2016-12-29,750
3638595,NFO,FUTSTK,ACC,,0,2016-10-27,400
3660559,NFO,FUTSTK,ACC,,0,2016-11-24,400
3660559,NFO,FUTSTK,ACC,,0,2016-11-24,400
3686773,NFO,FUTSTK,ACC,,0,2016-12-29,400
3686773,NFO,FUTSTK,ACC,,0,2016-12-29,400
3638596,NFO,FUTSTK,ADANIENT,,0,2016-10-27,8000
3660560,NFO,FUTSTK,ADANIENT,,0,2016-11-24,8000
3660560,NFO,FUTSTK,ADANIENT,,0,2016-11-24,8000
3686774,NFO,FUTSTK,ADANIENT,,0,2016-12-29,8000
3686774,NFO,FUTSTK,ADANIENT,,0,2016-12-29,8000
3638597,NFO,FUTSTK,ADANIPORTS,,0,2016-10-27,2500
3638597,NFO,FUTSTK,ADANIPORTS,,0,2016-10-27,2500
3660558,NFO,FUTSTK,ADANIPORTS,,0,2016-11-24,2500
3660558,NFO,FUTSTK,ADANIPORTS,,0,2016-11-24,2500
3686778,NFO,FUTSTK,ADANIPORTS,,0,2016-12-29,2500
3686778,NFO,FUTSTK,ADANIPORTS,,0,2016-12-29,2500
3638598,NFO,FUTSTK,ADANIPOWER,,0,2016-10-27,20000
3660644,NFO,FUTSTK,ADANIPOWER,,0,2016-11-24,20000
3660644,NFO,FUTSTK,ADANIPOWER,,0,2016-11-24,20000
3686779,NFO,FUTSTK,ADANIPOWER,,0,2016-12-29,20000
3686779,NFO,FUTSTK,ADANIPOWER,,0,2016-12-29,20000
3638599,NFO,FUTSTK,AJANTPHARM,,0,2016-10-27,400
3660645,NFO,FUTSTK,AJANTPHARM,,0,2016-11-24,400
3660645,NFO,FUTSTK,AJANTPHARM,,0,2016-11-24,400
3686780,NFO,FUTSTK,AJANTPHARM,,0,2016-12-29,400
3686780,NFO,FUTSTK,AJANTPHARM,,0,2016-12-29,400
3638566,NFO,FUTSTK,ALBK,,0,2016-10-27,10000
3660546,NFO,FUTSTK,ALBK,,0,2016-11-24,10000
3660546,NFO,FUTSTK,ALBK,,0,2016-11-24,10000
3686781,NFO,FUTSTK,ALBK,,0,2016-12-29,10000
3686781,NFO,FUTSTK,ALBK,,0,2016-12-29,10000
3638567,NFO,FUTSTK,AMARAJABAT,,0,2016-10-27,600
3660547,NFO,FUTSTK,AMARAJABAT,,0,2016-11-24,600
3660547,NFO,FUTSTK,AMARAJABAT,,0,2016-11-24,600
3686782,NFO,FUTSTK,AMARAJABAT,,0,2016-12-29,600
3686782,NFO,FUTSTK,AMARAJABAT,,0,2016-12-29,600
3638568,NFO,FUTSTK,AMBUJACEM,,0,2016-10-27,2500
3638568,NFO,FUTSTK,AMBUJACEM,,0,2016-10-27,2500
3660548,NFO,FUTSTK,AMBUJACEM,,0,2016-11-24,2500
3660548,NFO,FUTSTK,AMBUJACEM,,0,2016-11-24,2500
3686783,NFO,FUTSTK,AMBUJACEM,,0,2016-12-29,2500
3686783,NFO,FUTSTK,AMBUJACEM,,0,2016-12-29,2500
3638569,NFO,FUTSTK,ANDHRABANK,,0,2016-10-27,10000
3660549,NFO,FUTSTK,ANDHRABANK,,0,2016-11-24,10000
3660549,NFO,FUTSTK,ANDHRABANK,,0,2016-11-24,10000
3686784,NFO,FUTSTK,ANDHRABANK,,0,2016-12-29,10000
3686784,NFO,FUTSTK,ANDHRABANK,,0,2016-12-29,10000
3638570,NFO,FUTSTK,APOLLOHOSP,,0,2016-10-27,400
3660550,NFO,FUTSTK,APOLLOHOSP,,0,2016-11-24,400
3660550,NFO,FUTSTK,APOLLOHOSP,,0,2016-11-24,400
3686785,NFO,FUTSTK,APOLLOHOSP,,0,2016-12-29,400
3686785,NFO,FUTSTK,APOLLOHOSP,,0,2016-12-29,400
3638571,NFO,FUTSTK,APOLLOTYRE,,0,2016-10-27,3000
3660551,NFO,FUTSTK,APOLLOTYRE,,0,2016-11-24,3000
3660551,NFO,FUTSTK,APOLLOTYRE,,0,2016-11-24,3000
3686786,NFO,FUTSTK,APOLLOTYRE,,0,2016-12-29,3000
3686786,NFO,FUTSTK,APOLLOTYRE,,0,2016-12-29,3000
3638572,NFO,FUTSTK,ARVIND,,0,2016-10-27,2000
3660538,NFO,FUTSTK,ARVIND,,0,2016-11-24,2000
3660538,NFO,FUTSTK,ARVIND,,0,2016-11-24,2000
3686787,NFO,FUTSTK,ARVIND,,0,2016-12-29,2000
3686787,NFO,FUTSTK,ARVIND,,0,2016-12-29,2000
3638573,NFO,FUTSTK,ASHOKLEY,,0,2016-10-27,7000
3660539,NFO,FUTSTK,ASHOKLEY,,0,2016-11-24,7000
3660539,NFO,FUTSTK,ASHOKLEY,,0,2016-11-24,7000
3686790,NFO,FUTSTK,ASHOKLEY,,0,2016-12-29,7000
3686790,NFO,FUTSTK,ASHOKLEY,,0,2016-12-29,7000
3638574,NFO,FUTSTK,ASIANPAINT,,0,2016-10-27,600
3660540,NFO,FUTSTK,ASIANPAINT,,0,2016-11-24,600
3660540,NFO,FUTSTK,ASIANPAINT,,0,2016-11-24,600
3686791,NFO,FUTSTK,ASIANPAINT,,0,2016-12-29,600
3686791,NFO,FUTSTK,ASIANPAINT,,0,2016-12-29,600
3638575,NFO,FUTSTK,AUROPHARMA,,0,2016-10-27,700
3660541,NFO,FUTSTK,AUROPHARMA,,0,2016-11-24,700
3660541,NFO,FUTSTK,AUROPHARMA,,0,2016-11-24,700
3686788,NFO,FUTSTK,AUROPHARMA,,0,2016-12-29,700
3686788,NFO,FUTSTK,AUROPHARMA,,0,2016-12-29,700
3638576,NFO,FUTSTK,AXISBANK,,0,2016-10-27,1200
3660542,NFO,FUTSTK,AXISBANK,,0,2016-11-24,1200
3660542,NFO,FUTSTK,AXISBANK,,0,2016-11-24,1200
3686789,NFO,FUTSTK,AXISBANK,,0,2016-12-29,1200
3686789,NFO,FUTSTK,AXISBANK,,0,2016-12-29,1200
3638577,NFO,FUTSTK,BAJAJ-AUTO,,0,2016-10-27,250
3660543,NFO,FUTSTK,BAJAJ-AUTO,,0,2016-11-24,250
3660543,NFO,FUTSTK,BAJAJ-AUTO,,0,2016-11-24,250
3686799,NFO,FUTSTK,BAJAJ-AUTO,,0,2016-12-29,250
3686799,NFO,FUTSTK,BAJAJ-AUTO,,0,2016-12-29,250
3638578,NFO,FUTSTK,BAJFINANCE,,0,2016-10-27,1250
3638578,NFO,FUTSTK,BAJFINANCE,,0,2016-10-27,1250
3660544,NFO,FUTSTK,BAJFINANCE,,0,2016-11-24,1250
3660544,NFO,FUTSTK,BAJFINANCE,,0,2016-11-24,1250
3686800,NFO,FUTSTK,BAJFINANCE,,0,2016-12-29,1250
3686800,NFO,FUTSTK,BAJFINANCE,,0,2016-12-29,1250
3638579,NFO,FUTSTK,BANKBARODA,,0,2016-10-27,3500
3660554,NFO,FUTSTK,BANKBARODA,,0,2016-11-24,3500
3660554,NFO,FUTSTK,BANKBARODA,,0,2016-11-24,3500
3686801,NFO,FUTSTK,BANKBARODA,,0,2016-12-29,3500
3686801,NFO,FUTSTK,BANKBARODA,,0,2016-12-29,3500
3638580,NFO,FUTSTK,BANKINDIA,,0,2016-10-27,6000
3660555,NFO,FUTSTK,BANKINDIA,,0,2016-11-24,6000
3660555,NFO,FUTSTK,BANKINDIA,,0,2016-11-24,6000
3686802,NFO,FUTSTK,BANKINDIA,,0,2016-12-29,6000
3686802,NFO,FUTSTK,BANKINDIA,,0,2016-12-29,6000
3638600,NFO,FUTIDX,BANKNIFTY,,0,2016-10-27,40
3660531,NFO,FUTIDX,BANKNIFTY,,0,2016-11-24,40
3660531,NFO,FUTIDX,BANKNIFTY,,0,2016-11-24,40
3686775,NFO,FUTIDX,BANKNIFTY,,0,2016-12-29,40
3686775,NFO,FUTIDX,BANKNIFTY,,0,2016-12-29,40
3638581,NFO,FUTSTK,BATAINDIA,,0,2016-10-27,1100
3660556,NFO,FUTSTK,BATAINDIA,,0,2016-11-24,1100
3660556,NFO,FUTSTK,BATAINDIA,,0,2016-11-24,1100
3686792,NFO,FUTSTK,BATAINDIA,,0,2016-12-29,1100
3686792,NFO,FUTSTK,BATAINDIA,,0,2016-12-29,1100
3638582,NFO,FUTSTK,BEL,,0,2016-10-27,450
3660557,NFO,FUTSTK,BEL,,0,2016-11-24,450
3660557,NFO,FUTSTK,BEL,,0,2016-11-24,450
3686793,NFO,FUTSTK,BEL,,0,2016-12-29,450
3686793,NFO,FUTSTK,BEL,,0,2016-12-29,450
3638583,NFO,FUTSTK,BEML,,0,2016-10-27,500
3638583,NFO,FUTSTK,BEML,,0,2016-10-27,500
3660552,NFO,FUTSTK,BEML,,0,2016-11-24,500
3660552,NFO,FUTSTK,BEML,,0,2016-11-24,500
3686794,NFO,FUTSTK,BEML,,0,2016-12-29,500
3686794,NFO,FUTSTK,BEML,,0,2016-12-29,500
3638584,NFO,FUTSTK,BHARATFIN,,0,2016-10-27,1000
3660553,NFO,FUTSTK,BHARATFIN,,0,2016-11-24,1000
3660553,NFO,FUTSTK,BHARATFIN,,0,2016-11-24,1000
3686795,NFO,FUTSTK,BHARATFIN,,0,2016-12-29,1000
3686795,NFO,FUTSTK,BHARATFIN,,0,2016-12-29,1000
3638585,NFO,FUTSTK,BHARATFORG,,0,2016-10-27,600
3660545,NFO,FUTSTK,BHARATFORG,,0,2016-11-24,600
3660545,NFO,FUTSTK,BHARATFORG,,0,2016-11-24,600
3686796,NFO,FUTSTK,BHARATFORG,,0,2016-12-29,600
3686796,NFO,FUTSTK,BHARATFORG,,0,2016-12-29,600
3638586,NFO,FUTSTK,BHARTIARTL,,0,2016-10-27,1500
3660646,NFO,FUTSTK,BHARTIARTL,,0,2016-11-24,1500
3660646,NFO,FUTSTK,BHARTIARTL,,0,2016-11-24,1500
3686797,NFO,FUTSTK,BHARTIARTL,,0,2016-12-29,1500
3686797,NFO,FUTSTK,BHARTIARTL,,0,2016-12-29,1500
3638587,NFO,FUTSTK,BHEL,,0,2016-10-27,5000
3660647,NFO,FUTSTK,BHEL,,0,2016-11-24,5000
3660647,NFO,FUTSTK,BHEL,,0,2016-11-24,5000
3686798,NFO,FUTSTK,BHEL,,0,2016-12-29,5000
3686798,NFO,FUTSTK,BHEL,,0,2016-12-29,5000
3638588,NFO,FUTSTK,BIOCON,,0,2016-10-27,1100
3660648,NFO,FUTSTK,BIOCON,,0,2016-11-24,1100
3660648,NFO,FUTSTK,BIOCON,,0,2016-11-24,1100
3686803,NFO,FUTSTK,BIOCON,,0,2016-12-29,1100
3686803,NFO,FUTSTK,BIOCON,,0,2016-12-29,1100
3638589,NFO,FUTSTK,BOSCHLTD,,0,2016-10-27,50
3660649,NFO,FUTSTK,BOSCHLTD,,0,2016-11-24,50
3660649,NFO,FUTSTK,BOSCHLTD,,0,2016-11-24,50
3686804,NFO,FUTSTK,BOSCHLTD,,0,2016-12-29,50
3686804,NFO,FUTSTK,BOSCHLTD,,0,2016-12-29,50
3638590,NFO,FUTSTK,BPCL,,0,2016-10-27,1200
3660650,NFO,FUTSTK,BPCL,,0,2016-11-24,1200
3660650,NFO,FUTSTK,BPCL,,0,2016-11-24,1200
3686805,NFO,FUTSTK,BPCL,,0,2016-12-29,1200
3686805,NFO,FUTSTK,BPCL,,0,2016-12-29,1200
3638563,NFO,FUTSTK,BRITANNIA,,0,2016-10-27,200
3660651,NFO,FUTSTK,BRITANNIA,,0,2016-11-24,200
3660651,NFO,FUTSTK,BRITANNIA,,0,2016-11-24,200
3686806,NFO,FUTSTK,BRITANNIA,,0,2016-12-29,200
3686806,NFO,FUTSTK,BRITANNIA,,0,2016-12-29,200
3638564,NFO,FUTSTK,CADILAHC,,0,2016-10-27,1600
3660652,NFO,FUTSTK,CADILAHC,,0,2016-11-24,1600
3660652,NFO,FUTSTK,CADILAHC,,0,2016-11-24,1600
3686807,NFO,FUTSTK,CADILAHC,,0,2016-12-29,1600
3686807,NFO,FUTSTK,CADILAHC,,0,2016-12-29,1600
3638565,NFO,FUTSTK,CAIRN,,0,2016-10-27,3500
3660653,NFO,FUTSTK,CAIRN,,0,2016-11-24,3500
3660653,NFO,FUTSTK,CAIRN,,0,2016-11-24,3500
3686808,NFO,FUTSTK,CAIRN,,0,2016-12-29,3500
3686808,NFO,FUTSTK,CAIRN,,0,2016-12-29,3500
3638560,NFO,FUTSTK,CANBK,,0,2016-10-27,3000
3660654,NFO,FUTSTK,CANBK,,0,2016-11-24,3000
3660654,NFO,FUTSTK,CANBK,,0,2016-11-24,3000
3686809,NFO,FUTSTK,CANBK,,0,2016-12-29,3000
3686809,NFO,FUTSTK,CANBK,,0,2016-12-29,3000
3638561,NFO,FUTSTK,CASTROLIND,,0,2016-10-27,1400
3638561,NFO,FUTSTK,CASTROLIND,,0,2016-10-27,1400
3660655,NFO,FUTSTK,CASTROLIND,,0,2016-11-24,1400
3660655,NFO,FUTSTK,CASTROLIND,,0,2016-11-24,1400
3686810,NFO,FUTSTK,CASTROLIND,,0,2016-12-29,1400
3686810,NFO,FUTSTK,CASTROLIND,,0,2016-12-29,1400
3638550,NFO,FUTSTK,CEATLTD,,0,2016-10-27,700
3660656,NFO,FUTSTK,CEATLTD,,0,2016-11-24,700
3660656,NFO,FUTSTK,CEATLTD,,0,2016-11-24,700
3686811,NFO,FUTSTK,CEATLTD,,0,2016-12-29,700
3686811,NFO,FUTSTK,CEATLTD,,0,2016-12-29,700
3638551,NFO,FUTSTK,CENTURYTEX,,0,2016-10-27,1100
3660657,NFO,FUTSTK,CENTURYTEX,,0,2016-11-24,1100
3660657,NFO,FUTSTK,CENTURYTEX,,0,2016-11-24,1100
3686812,NFO,FUTSTK,CENTURYTEX,,0,2016-12-29,1100
3686812,NFO,FUTSTK,CENTURYTEX,,0,2016-12-29,1100
3638552,NFO,FUTSTK,CESC,,0,2016-10-27,1100
3638552,NFO,FUTSTK,CESC,,0,2016-10-27,1100
3660658,NFO,FUTSTK,CESC,,0,2016-11-24,1100
3660658,NFO,FUTSTK,CESC,,0,2016-11-24,1100
3686813,NFO,FUTSTK,CESC,,0,2016-12-29,1100
3686813,NFO,FUTSTK,CESC,,0,2016-12-29,1100
3638553,NFO,FUTSTK,CIPLA,,0,2016-10-27,1000
3660659,NFO,FUTSTK,CIPLA,,0,2016-11-24,1000
3660659,NFO,FUTSTK,CIPLA,,0,2016-11-24,1000
3686814,NFO,FUTSTK,CIPLA,,0,2016-12-29,1000
3686814,NFO,FUTSTK,CIPLA,,0,2016-12-29,1000
3638554,NFO,FUTSTK,COALINDIA,,0,2016-10-27,1700
3660660,NFO,FUTSTK,COALINDIA,,0,2016-11-24,1700
3660660,NFO,FUTSTK,COALINDIA,,0,2016-11-24,1700
3686815,NFO,FUTSTK,COALINDIA,,0,2016-12-29,1700
3686815,NFO,FUTSTK,COALINDIA,,0,2016-12-29,1700
3638555,NFO,FUTSTK,COLPAL,,0,2016-10-27,700
3660661,NFO,FUTSTK,COLPAL,,0,2016-11-24,700
3660661,NFO,FUTSTK,COLPAL,,0,2016-11-24,700
3686816,NFO,FUTSTK,COLPAL,,0,2016-12-29,700
3686816,NFO,FUTSTK,COLPAL,,0,2016-12-29,700
3638556,NFO,FUTSTK,CONCOR,,0,2016-10-27,500
3660662,NFO,FUTSTK,CONCOR,,0,2016-11-24,500
3660662,NFO,FUTSTK,CONCOR,,0,2016-11-24,500
3686817,NFO,FUTSTK,CONCOR,,0,2016-12-29,500
3686817,NFO,FUTSTK,CONCOR,,0,2016-12-29,500
3638557,NFO,FUTSTK,CROMPGREAV,,0,2016-10-27,12000
3660663,NFO,FUTSTK,CROMPGREAV,,0,2016-11-24,12000
3660663,NFO,FUTSTK,CROMPGREAV,,0,2016-11-24,12000
3686818,NFO,FUTSTK,CROMPGREAV,,0,2016-12-29,12000
3686818,NFO,FUTSTK,CROMPGREAV,,0,2016-12-29,12000
3638558,NFO,FUTSTK,CUMMINSIND,,0,2016-10-27,600
3660664,NFO,FUTSTK,CUMMINSIND,,0,2016-11-24,600
3660664,NFO,FUTSTK,CUMMINSIND,,0,2016-11-24,600
3686819,NFO,FUTSTK,CUMMINSIND,,0,2016-12-29,600
3686819,NFO,FUTSTK,CUMMINSIND,,0,2016-12-29,600
3638559,NFO,FUTSTK,DABUR,,0,2016-10-27,2500
3660665,NFO,FUTSTK,DABUR,,0,2016-11-24,2500
3660665,NFO,FUTSTK,DABUR,,0,2016-11-24,2500
3686820,NFO,FUTSTK,DABUR,,0,2016-12-29,2500
3686820,NFO,FUTSTK,DABUR,,0,2016-12-29,2500
3684243,NFO,FUTSTK,DCBBANK,,0,2016-10-27,4500
3684243,NFO,FUTSTK,DCBBANK,,0,2016-10-27,4500
3685288,NFO,FUTSTK,DCBBANK,,0,2016-11-24,4500
3685288,NFO,FUTSTK,DCBBANK,,0,2016-11-24,4500
3686821,NFO,FUTSTK,DCBBANK,,0,2016-12-29,4500
3686821,NFO,FUTSTK,DCBBANK,,0,2016-12-29,4500
3638541,NFO,FUTSTK,DHFL,,0,2016-10-27,3000
3660643,NFO,FUTSTK,DHFL,,0,2016-11-24,3000
3660643,NFO,FUTSTK,DHFL,,0,2016-11-24,3000
3686822,NFO,FUTSTK,DHFL,,0,2016-12-29,3000
3686822,NFO,FUTSTK,DHFL,,0,2016-12-29,3000
3638542,NFO,FUTSTK,DISHTV,,0,2016-10-27,7000
3638542,NFO,FUTSTK,DISHTV,,0,2016-10-27,7000
3660641,NFO,FUTSTK,DISHTV,,0,2016-11-24,7000
3660641,NFO,FUTSTK,DISHTV,,0,2016-11-24,7000
3686823,NFO,FUTSTK,DISHTV,,0,2016-12-29,7000
3686823,NFO,FUTSTK,DISHTV,,0,2016-12-29,7000
3638543,NFO,FUTSTK,DIVISLAB,,0,2016-10-27,600
3660642,NFO,FUTSTK,DIVISLAB,,0,2016-11-24,600
3660642,NFO,FUTSTK,DIVISLAB,,0,2016-11-24,600
3686824,NFO,FUTSTK,DIVISLAB,,0,2016-12-29,600
3686824,NFO,FUTSTK,DIVISLAB,,0,2016-12-29,600
3635102,NFO,FUTIDX,DJIA,,0,2016-10-21,30
3658706,NFO,FUTIDX,DJIA,,0,2016-11-18,30
3658706,NFO,FUTIDX,DJIA,,0,2016-11-18,30
3438243,NFO,FUTIDX,DJIA,,0,2016-12-16,30
3534205,NFO,FUTIDX,DJIA,,0,2017-03-17,30
3609695,NFO,FUTIDX,DJIA,,0,2017-06-16,30
3680848,NFO,FUTIDX,DJIA,,0,2017-09-15,30
3680848,NFO,FUTIDX,DJIA,,0,2017-09-15,30
3638544,NFO,FUTSTK,DLF,,0,2016-10-27,5000
3660640,NFO,FUTSTK,DLF,,0,2016-11-24,5000
3660640,NFO,FUTSTK,DLF,,0,2016-11-24,5000
3686830,NFO,FUTSTK,DLF,,0,2016-12-29,5000
3686830,NFO,FUTSTK,DLF,,0,2016-12-29,5000
3638545,NFO,FUTSTK,DRREDDY,,0,2016-10-27,200
3660638,NFO,FUTSTK,DRREDDY,,0,2016-11-24,200
3660638,NFO,FUTSTK,DRREDDY,,0,2016-11-24,200
3686831,NFO,FUTSTK,DRREDDY,,0,2016-12-29,200
3686831,NFO,FUTSTK,DRREDDY,,0,2016-12-29,200
3638546,NFO,FUTSTK,EICHERMOT,,0,2016-10-27,50
3660639,NFO,FUTSTK,EICHERMOT,,0,2016-11-24,50
3660639,NFO,FUTSTK,EICHERMOT,,0,2016-11-24,50
3686832,NFO,FUTSTK,EICHERMOT,,0,2016-12-29,50
3686832,NFO,FUTSTK,EICHERMOT,,0,2016-12-29,50
3638547,NFO,FUTSTK,ENGINERSIN,,0,2016-10-27,3500
3638547,NFO,FUTSTK,ENGINERSIN,,0,2016-10-27,3500
3660632,NFO,FUTSTK,ENGINERSIN,,0,2016-11-24,3500
3660632,NFO,FUTSTK,ENGINERSIN,,0,2016-11-24,3500
3686833,NFO,FUTSTK,ENGINERSIN,,0,2016-12-29,3500
3686833,NFO,FUTSTK,ENGINERSIN,,0,2016-12-29,3500
3638548,NFO,FUTSTK,EXIDEIND,,0,2016-10-27,4000
3660633,NFO,FUTSTK,EXIDEIND,,0,2016-11-24,4000
3660633,NFO,FUTSTK,EXIDEIND,,0,2016-11-24,4000
3686828,NFO,FUTSTK,EXIDEIND,,0,2016-12-29,4000
3686828,NFO,FUTSTK,EXIDEIND,,0,2016-12-29,4000
3638549,NFO,FUTSTK,FEDERALBNK,,0,2016-10-27,11000
3660634,NFO,FUTSTK,FEDERALBNK,,0,2016-11-24,11000
3660634,NFO,FUTSTK,FEDERALBNK,,0,2016-11-24,11000
3686829,NFO,FUTSTK,FEDERALBNK,,0,2016-12-29,11000
3686829,NFO,FUTSTK,FEDERALBNK,,0,2016-12-29,11000
3634500,NFO,FUTIDX,FTSE100,,0,2016-10-21,100
3658344,NFO,FUTIDX,FTSE100,,0,2016-11-18,100
3658344,NFO,FUTIDX,FTSE100,,0,2016-11-18,100
3438244,NFO,FUTIDX,FTSE100,,0,2016-12-16,100
3534206,NFO,FUTIDX,FTSE100,,0,2017-03-17,100
3609546,NFO,FUTIDX,FTSE100,,0,2017-06-16,100
3680659,NFO,FUTIDX,FTSE100,,0,2017-09-15,100
3680659,NFO,FUTIDX,FTSE100,,0,2017-09-15,100
3638472,NFO,FUTSTK,GAIL,,0,2016-10-27,1500
3660635,NFO,FUTSTK,GAIL,,0,2016-11-24,1500
3660635,NFO,FUTSTK,GAIL,,0,2016-11-24,1500
3686825,NFO,FUTSTK,GAIL,,0,2016-12-29,1500
3686825,NFO,FUTSTK,GAIL,,0,2016-12-29,1500
3638532,NFO,FUTSTK,GLENMARK,,0,2016-10-27,700
3660636,NFO,FUTSTK,GLENMARK,,0,2016-11-24,700
3660636,NFO,FUTSTK,GLENMARK,,0,2016-11-24,700
3686834,NFO,FUTSTK,GLENMARK,,0,2016-12-29,700
3686834,NFO,FUTSTK,GLENMARK,,0,2016-12-29,700
3638533,NFO,FUTSTK,GMRINFRA,,0,2016-10-27,45000
3660637,NFO,FUTSTK,GMRINFRA,,0,2016-11-24,45000
3660637,NFO,FUTSTK,GMRINFRA,,0,2016-11-24,45000
3686835,NFO,FUTSTK,GMRINFRA,,0,2016-12-29,45000
3686835,NFO,FUTSTK,GMRINFRA,,0,2016-12-29,45000
3638534,NFO,FUTSTK,GODREJCP,,0,2016-10-27,400
3660628,NFO,FUTSTK,GODREJCP,,0,2016-11-24,400
3660628,NFO,FUTSTK,GODREJCP,,0,2016-11-24,400
3686826,NFO,FUTSTK,GODREJCP,,0,2016-12-29,400
3686826,NFO,FUTSTK,GODREJCP,,0,2016-12-29,400
3638535,NFO,FUTSTK,GODREJIND,,0,2016-10-27,1500
3660629,NFO,FUTSTK,GODREJIND,,0,2016-11-24,1500
3660629,NFO,FUTSTK,GODREJIND,,0,2016-11-24,1500
3686827,NFO,FUTSTK,GODREJIND,,0,2016-12-29,1500
3686827,NFO,FUTSTK,GODREJIND,,0,2016-12-29,1500
3638536,NFO,FUTSTK,GRANULES,,0,2016-10-27,5000
3660630,NFO,FUTSTK,GRANULES,,0,2016-11-24,5000
3660630,NFO,FUTSTK,GRANULES,,0,2016-11-24,5000
3686641,NFO,FUTSTK,GRANULES,,0,2016-12-29,5000
3686641,NFO,FUTSTK,GRANULES,,0,2016-12-29,5000
3638537,NFO,FUTSTK,GRASIM,,0,2016-10-27,750
3660631,NFO,FUTSTK,GRASIM,,0,2016-11-24,750
3660631,NFO,FUTSTK,GRASIM,,0,2016-11-24,750
3686642,NFO,FUTSTK,GRASIM,,0,2016-12-29,750
3686642,NFO,FUTSTK,GRASIM,,0,2016-12-29,750
3638538,NFO,FUTSTK,HAVELLS,,0,2016-10-27,2000
3660626,NFO,FUTSTK,HAVELLS,,0,2016-11-24,2000
3660626,NFO,FUTSTK,HAVELLS,,0,2016-11-24,2000
3686643,NFO,FUTSTK,HAVELLS,,0,2016-12-29,2000
3686643,NFO,FUTSTK,HAVELLS,,0,2016-12-29,2000
3638539,NFO,FUTSTK,HCLTECH,,0,2016-10-27,700
3638539,NFO,FUTSTK,HCLTECH,,0,2016-10-27,700
3660627,NFO,FUTSTK,HCLTECH,,0,2016-11-24,700
3660627,NFO,FUTSTK,HCLTECH,,0,2016-11-24,700
3686644,NFO,FUTSTK,HCLTECH,,0,2016-12-29,700
3686644,NFO,FUTSTK,HCLTECH,,0,2016-12-29,700
3638540,NFO,FUTSTK,HDFC,,0,2016-10-27,500
3660618,NFO,FUTSTK,HDFC,,0,2016-11-24,500
3660618,NFO,FUTSTK,HDFC,,0,2016-11-24,500
3686645,NFO,FUTSTK,HDFC,,0,2016-12-29,500
3686645,NFO,FUTSTK,HDFC,,0,2016-12-29,500
3638528,NFO,FUTSTK,HDFCBANK,,0,2016-10-27,500
3660619,NFO,FUTSTK,HDFCBANK,,0,2016-11-24,500
3660619,NFO,FUTSTK,HDFCBANK,,0,2016-11-24,500
3686646,NFO,FUTSTK,HDFCBANK,,0,2016-12-29,500
3686646,NFO,FUTSTK,HDFCBANK,,0,2016-12-29,500
3638529,NFO,FUTSTK,HDIL,,0,2016-10-27,8000
3660620,NFO,FUTSTK,HDIL,,0,2016-11-24,8000
3660620,NFO,FUTSTK,HDIL,,0,2016-11-24,8000
3686647,NFO,FUTSTK,HDIL,,0,2016-12-29,8000
3686647,NFO,FUTSTK,HDIL,,0,2016-12-29,8000
3638530,NFO,FUTSTK,HEROMOTOCO,,0,2016-10-27,200
3660621,NFO,FUTSTK,HEROMOTOCO,,0,2016-11-24,200
3660621,NFO,FUTSTK,HEROMOTOCO,,0,2016-11-24,200
3686648,NFO,FUTSTK,HEROMOTOCO,,0,2016-12-29,200
3686648,NFO,FUTSTK,HEROMOTOCO,,0,2016-12-29,200
3638531,NFO,FUTSTK,HEXAWARE,,0,2016-10-27,2000
3660622,NFO,FUTSTK,HEXAWARE,,0,2016-11-24,2000
3660622,NFO,FUTSTK,HEXAWARE,,0,2016-11-24,2000
3686692,NFO,FUTSTK,HEXAWARE,,0,2016-12-29,2000
3686692,NFO,FUTSTK,HEXAWARE,,0,2016-12-29,2000
3638524,NFO,FUTSTK,HINDALCO,,0,2016-10-27,7000
3638524,NFO,FUTSTK,HINDALCO,,0,2016-10-27,7000
3660623,NFO,FUTSTK,HINDALCO,,0,2016-11-24,7000
3660623,NFO,FUTSTK,HINDALCO,,0,2016-11-24,7000
3686693,NFO,FUTSTK,HINDALCO,,0,2016-12-29,7000
3686693,NFO,FUTSTK,HINDALCO,,0,2016-12-29,7000
3638525,NFO,FUTSTK,HINDPETRO,,0,2016-10-27,2100
3660624,NFO,FUTSTK,HINDPETRO,,0,2016-11-24,2100
3660624,NFO,FUTSTK,HINDPETRO,,0,2016-11-24,2100
3686694,NFO,FUTSTK,HINDPETRO,,0,2016-12-29,2100
3686694,NFO,FUTSTK,HINDPETRO,,0,2016-12-29,2100
3638526,NFO,FUTSTK,HINDUNILVR,,0,2016-10-27,600
3660625,NFO,FUTSTK,HINDUNILVR,,0,2016-11-24,600
3660625,NFO,FUTSTK,HINDUNILVR,,0,2016-11-24,600
3686695,NFO,FUTSTK,HINDUNILVR,,0,2016-12-29,600
3686695,NFO,FUTSTK,HINDUNILVR,,0,2016-12-29,600
3638527,NFO,FUTSTK,HINDZINC,,0,2016-10-27,3200
3660616,NFO,FUTSTK,HINDZINC,,0,2016-11-24,3200
3660616,NFO,FUTSTK,HINDZINC,,0,2016-11-24,3200
