ScripNo,Exch,series,symbol,opttype,StrikePrice,ExpiryDate,MLot
3705532,NOP,OPTSTK,CUMMINSIND,PE,500,2016-11-24,600
3685513,NOP,OPTSTK,CUMMINSIND,CE,520,2016-11-24,600
3685514,NOP,OPTSTK,CUMMINSIND,PE,520,2016-11-24,600
3685515,NOP,OPTSTK,CUMMINSIND,CE,540,2016-11-24,600
3685516,NOP,OPTSTK,CUMMINSIND,PE,540,2016-11-24,600
3685517,NOP,OPTSTK,CUMMINSIND,CE,560,2016-11-24,600
3685518,NOP,OPTSTK,CUMMINSIND,PE,560,2016-11-24,600
3663288,NOP,OPTSTK,CUMMINSIND,CE,580,2016-11-24,600
3663289,NOP,OPTSTK,CUMMINSIND,PE,580,2016-11-24,600
3663290,NOP,OPTSTK,CUMMINSIND,CE,600,2016-11-24,600
3663291,NOP,OPTSTK,CUMMINSIND,PE,600,2016-11-24,600
3663292,NOP,OPTSTK,CUMMINSIND,CE,620,2016-11-24,600
3663293,NOP,OPTSTK,CUMMINSIND,PE,620,2016-11-24,600
3663294,NOP,OPTSTK,CUMMINSIND,CE,640,2016-11-24,600
3663295,NOP,OPTSTK,CUMMINSIND,PE,640,2016-11-24,600
3663296,NOP,OPTSTK,CUMMINSIND,CE,660,2016-11-24,600
3663297,NOP,OPTSTK,CUMMINSIND,PE,660,2016-11-24,600
3663298,NOP,OPTSTK,CUMMINSIND,CE,680,2016-11-24,600
3663299,NOP,OPTSTK,CUMMINSIND,PE,680,2016-11-24,600
3663300,NOP,OPTSTK,CUMMINSIND,CE,700,2016-11-24,600
3663301,NOP,OPTSTK,CUMMINSIND,PE,700,2016-11-24,600
3663302,NOP,OPTSTK,CUMMINSIND,CE,720,2016-11-24,600
3663303,NOP,OPTSTK,CUMMINSIND,PE,720,2016-11-24,600
3663304,NOP,OPTSTK,CUMMINSIND,CE,740,2016-11-24,600
3663305,NOP,OPTSTK,CUMMINSIND,PE,740,2016-11-24,600
3663317,NOP,OPTSTK,CUMMINSIND,PE,760,2016-11-24,600
3663321,NOP,OPTSTK,CUMMINSIND,CE,760,2016-11-24,600
3663318,NOP,OPTSTK,CUMMINSIND,CE,780,2016-11-24,600
3663319,NOP,OPTSTK,CUMMINSIND,PE,780,2016-11-24,600
3663320,NOP,OPTSTK,CUMMINSIND,CE,800,2016-11-24,600
3663446,NOP,OPTSTK,CUMMINSIND,PE,800,2016-11-24,600
3663447,NOP,OPTSTK,CUMMINSIND,CE,820,2016-11-24,600
3663448,NOP,OPTSTK,CUMMINSIND,PE,820,2016-11-24,600
3663449,NOP,OPTSTK,CUMMINSIND,CE,840,2016-11-24,600
3663428,NOP,OPTSTK,CUMMINSIND,PE,840,2016-11-24,600
3663429,NOP,OPTSTK,CUMMINSIND,CE,860,2016-11-24,600
3663306,NOP,OPTSTK,CUMMINSIND,PE,860,2016-11-24,600
3663307,NOP,OPTSTK,CUMMINSIND,CE,880,2016-11-24,600
3663308,NOP,OPTSTK,CUMMINSIND,PE,880,2016-11-24,600
3663309,NOP,OPTSTK,CUMMINSIND,CE,900,2016-11-24,600
3663310,NOP,OPTSTK,CUMMINSIND,PE,900,2016-11-24,600
3663311,NOP,OPTSTK,CUMMINSIND,CE,920,2016-11-24,600
3663312,NOP,OPTSTK,CUMMINSIND,PE,920,2016-11-24,600
3663313,NOP,OPTSTK,CUMMINSIND,CE,940,2016-11-24,600
3663314,NOP,OPTSTK,CUMMINSIND,PE,940,2016-11-24,600
3663315,NOP,OPTSTK,CUMMINSIND,CE,960,2016-11-24,600
3663316,NOP,OPTSTK,CUMMINSIND,PE,960,2016-11-24,600
3663322,NOP,OPTSTK,CUMMINSIND,CE,980,2016-11-24,600
3663323,NOP,OPTSTK,CUMMINSIND,PE,980,2016-11-24,600
3690055,NOP,OPTSTK,CUMMINSIND,PE,1000,2016-12-29,600
3690001,NOP,OPTSTK,CUMMINSIND,CE,1000,2016-12-29,600
3690056,NOP,OPTSTK,CUMMINSIND,CE,1020,2016-12-29,600
3690057,NOP,OPTSTK,CUMMINSIND,PE,1020,2016-12-29,600
3690058,NOP,OPTSTK,CUMMINSIND,CE,1040,2016-12-29,600
3690059,NOP,OPTSTK,CUMMINSIND,PE,1040,2016-12-29,600
3690060,NOP,OPTSTK,CUMMINSIND,CE,1060,2016-12-29,600
3690061,NOP,OPTSTK,CUMMINSIND,PE,1060,2016-12-29,600
3690072,NOP,OPTSTK,CUMMINSIND,PE,1080,2016-12-29,600
3690089,NOP,OPTSTK,CUMMINSIND,CE,1080,2016-12-29,600
3690073,NOP,OPTSTK,CUMMINSIND,CE,1100,2016-12-29,600
3690074,NOP,OPTSTK,CUMMINSIND,PE,1100,2016-12-29,600
3690075,NOP,OPTSTK,CUMMINSIND,CE,1120,2016-12-29,600
3690076,NOP,OPTSTK,CUMMINSIND,PE,1120,2016-12-29,600
3690077,NOP,OPTSTK,CUMMINSIND,CE,1140,2016-12-29,600
3690078,NOP,OPTSTK,CUMMINSIND,PE,1140,2016-12-29,600
3690079,NOP,OPTSTK,CUMMINSIND,CE,1160,2016-12-29,600
3690080,NOP,OPTSTK,CUMMINSIND,PE,1160,2016-12-29,600
3690081,NOP,OPTSTK,CUMMINSIND,CE,1180,2016-12-29,600
3690082,NOP,OPTSTK,CUMMINSIND,PE,1180,2016-12-29,600
3690083,NOP,OPTSTK,CUMMINSIND,CE,1200,2016-12-29,600
3690084,NOP,OPTSTK,CUMMINSIND,PE,1200,2016-12-29,600
3690085,NOP,OPTSTK,CUMMINSIND,CE,1220,2016-12-29,600
3690086,NOP,OPTSTK,CUMMINSIND,PE,1220,2016-12-29,600
3690087,NOP,OPTSTK,CUMMINSIND,CE,1240,2016-12-29,600
3690088,NOP,OPTSTK,CUMMINSIND,PE,1240,2016-12-29,600
3700586,NOP,OPTSTK,CUMMINSIND,CE,1260,2016-12-29,600
3700587,NOP,OPTSTK,CUMMINSIND,PE,1260,2016-12-29,600
3701878,NOP,OPTSTK,CUMMINSIND,CE,1280,2016-12-29,600
3701879,NOP,OPTSTK,CUMMINSIND,PE,1280,2016-12-29,600
3703842,NOP,OPTSTK,CUMMINSIND,CE,1300,2016-12-29,600
3703843,NOP,OPTSTK,CUMMINSIND,PE,1300,2016-12-29,600
3706671,NOP,OPTSTK,CUMMINSIND,CE,480,2016-12-29,600
3706676,NOP,OPTSTK,CUMMINSIND,PE,480,2016-12-29,600
3705548,NOP,OPTSTK,CUMMINSIND,PE,500,2016-12-29,600
3705549,NOP,OPTSTK,CUMMINSIND,CE,500,2016-12-29,600
3689953,NOP,OPTSTK,CUMMINSIND,CE,520,2016-12-29,600
3689954,NOP,OPTSTK,CUMMINSIND,PE,520,2016-12-29,600
3689955,NOP,OPTSTK,CUMMINSIND,CE,540,2016-12-29,600
3689956,NOP,OPTSTK,CUMMINSIND,PE,540,2016-12-29,600
3689957,NOP,OPTSTK,CUMMINSIND,CE,560,2016-12-29,600
3689958,NOP,OPTSTK,CUMMINSIND,PE,560,2016-12-29,600
3689959,NOP,OPTSTK,CUMMINSIND,CE,580,2016-12-29,600
3689960,NOP,OPTSTK,CUMMINSIND,PE,580,2016-12-29,600
3689961,NOP,OPTSTK,CUMMINSIND,CE,600,2016-12-29,600
3689962,NOP,OPTSTK,CUMMINSIND,PE,600,2016-12-29,600
3689963,NOP,OPTSTK,CUMMINSIND,CE,620,2016-12-29,600
3689964,NOP,OPTSTK,CUMMINSIND,PE,620,2016-12-29,600
3689965,NOP,OPTSTK,CUMMINSIND,CE,640,2016-12-29,600
3689966,NOP,OPTSTK,CUMMINSIND,PE,640,2016-12-29,600
3689967,NOP,OPTSTK,CUMMINSIND,CE,660,2016-12-29,600
3689968,NOP,OPTSTK,CUMMINSIND,PE,660,2016-12-29,600
3689969,NOP,OPTSTK,CUMMINSIND,CE,680,2016-12-29,600
3689970,NOP,OPTSTK,CUMMINSIND,PE,680,2016-12-29,600
3689971,NOP,OPTSTK,CUMMINSIND,CE,700,2016-12-29,600
3689972,NOP,OPTSTK,CUMMINSIND,PE,700,2016-12-29,600
3689973,NOP,OPTSTK,CUMMINSIND,CE,720,2016-12-29,600
3689974,NOP,OPTSTK,CUMMINSIND,PE,720,2016-12-29,600
3689975,NOP,OPTSTK,CUMMINSIND,CE,740,2016-12-29,600
3689976,NOP,OPTSTK,CUMMINSIND,PE,740,2016-12-29,600
3689977,NOP,OPTSTK,CUMMINSIND,CE,760,2016-12-29,600
3689978,NOP,OPTSTK,CUMMINSIND,PE,760,2016-12-29,600
3689979,NOP,OPTSTK,CUMMINSIND,CE,780,2016-12-29,600
3689980,NOP,OPTSTK,CUMMINSIND,PE,780,2016-12-29,600
3689981,NOP,OPTSTK,CUMMINSIND,CE,800,2016-12-29,600
3689982,NOP,OPTSTK,CUMMINSIND,PE,800,2016-12-29,600
3689983,NOP,OPTSTK,CUMMINSIND,CE,820,2016-12-29,600
3689984,NOP,OPTSTK,CUMMINSIND,PE,820,2016-12-29,600
3689985,NOP,OPTSTK,CUMMINSIND,CE,840,2016-12-29,600
3689986,NOP,OPTSTK,CUMMINSIND,PE,840,2016-12-29,600
3689987,NOP,OPTSTK,CUMMINSIND,CE,860,2016-12-29,600
3689988,NOP,OPTSTK,CUMMINSIND,PE,860,2016-12-29,600
3689989,NOP,OPTSTK,CUMMINSIND,CE,880,2016-12-29,600
3689990,NOP,OPTSTK,CUMMINSIND,PE,880,2016-12-29,600
3689991,NOP,OPTSTK,CUMMINSIND,CE,900,2016-12-29,600
3689992,NOP,OPTSTK,CUMMINSIND,PE,900,2016-12-29,600
3689993,NOP,OPTSTK,CUMMINSIND,CE,920,2016-12-29,600
3689994,NOP,OPTSTK,CUMMINSIND,PE,920,2016-12-29,600
3689995,NOP,OPTSTK,CUMMINSIND,CE,940,2016-12-29,600
3689996,NOP,OPTSTK,CUMMINSIND,PE,940,2016-12-29,600
3689997,NOP,OPTSTK,CUMMINSIND,CE,960,2016-12-29,600
3689998,NOP,OPTSTK,CUMMINSIND,PE,960,2016-12-29,600
3689999,NOP,OPTSTK,CUMMINSIND,CE,980,2016-12-29,600
3690000,NOP,OPTSTK,CUMMINSIND,PE,980,2016-12-29,600
3682416,NOP,OPTSTK,DABUR,CE,140,2016-10-27,2500
3682417,NOP,OPTSTK,DABUR,PE,140,2016-10-27,2500
3656059,NOP,OPTSTK,DABUR,CE,150,2016-10-27,2500
3656060,NOP,OPTSTK,DABUR,PE,150,2016-10-27,2500
3652209,NOP,OPTSTK,DABUR,CE,160,2016-10-27,2500
3652210,NOP,OPTSTK,DABUR,PE,160,2016-10-27,2500
3642005,NOP,OPTSTK,DABUR,CE,170,2016-10-27,2500
3642006,NOP,OPTSTK,DABUR,PE,170,2016-10-27,2500
3642005,NOP,OPTSTK,DABUR,CE,170,2016-10-27,2500
3642006,NOP,OPTSTK,DABUR,PE,170,2016-10-27,2500
3684390,NOP,OPTSTK,DABUR,CE,175,2016-10-27,2500
3684391,NOP,OPTSTK,DABUR,PE,175,2016-10-27,2500
3642007,NOP,OPTSTK,DABUR,CE,180,2016-10-27,2500
3642008,NOP,OPTSTK,DABUR,PE,180,2016-10-27,2500
3642007,NOP,OPTSTK,DABUR,CE,180,2016-10-27,2500
3642008,NOP,OPTSTK,DABUR,PE,180,2016-10-27,2500
3684392,NOP,OPTSTK,DABUR,CE,185,2016-10-27,2500
3684393,NOP,OPTSTK,DABUR,PE,185,2016-10-27,2500
3642009,NOP,OPTSTK,DABUR,CE,190,2016-10-27,2500
3642010,NOP,OPTSTK,DABUR,PE,190,2016-10-27,2500
3642009,NOP,OPTSTK,DABUR,CE,190,2016-10-27,2500
3642010,NOP,OPTSTK,DABUR,PE,190,2016-10-27,2500
3684394,NOP,OPTSTK,DABUR,CE,195,2016-10-27,2500
3684395,NOP,OPTSTK,DABUR,PE,195,2016-10-27,2500
3642011,NOP,OPTSTK,DABUR,CE,200,2016-10-27,2500
3642012,NOP,OPTSTK,DABUR,PE,200,2016-10-27,2500
3642011,NOP,OPTSTK,DABUR,CE,200,2016-10-27,2500
3642012,NOP,OPTSTK,DABUR,PE,200,2016-10-27,2500
3684396,NOP,OPTSTK,DABUR,CE,205,2016-10-27,2500
3684397,NOP,OPTSTK,DABUR,PE,205,2016-10-27,2500
3642013,NOP,OPTSTK,DABUR,CE,210,2016-10-27,2500
3642014,NOP,OPTSTK,DABUR,PE,210,2016-10-27,2500
3642013,NOP,OPTSTK,DABUR,CE,210,2016-10-27,2500
3642014,NOP,OPTSTK,DABUR,PE,210,2016-10-27,2500
3684398,NOP,OPTSTK,DABUR,CE,215,2016-10-27,2500
3684399,NOP,OPTSTK,DABUR,PE,215,2016-10-27,2500
3642015,NOP,OPTSTK,DABUR,CE,220,2016-10-27,2500
3642022,NOP,OPTSTK,DABUR,PE,220,2016-10-27,2500
3642015,NOP,OPTSTK,DABUR,CE,220,2016-10-27,2500
3642022,NOP,OPTSTK,DABUR,PE,220,2016-10-27,2500
3684400,NOP,OPTSTK,DABUR,CE,225,2016-10-27,2500
3684401,NOP,OPTSTK,DABUR,PE,225,2016-10-27,2500
3642023,NOP,OPTSTK,DABUR,CE,230,2016-10-27,2500
3642024,NOP,OPTSTK,DABUR,PE,230,2016-10-27,2500
3642023,NOP,OPTSTK,DABUR,CE,230,2016-10-27,2500
3642024,NOP,OPTSTK,DABUR,PE,230,2016-10-27,2500
3684402,NOP,OPTSTK,DABUR,CE,235,2016-10-27,2500
3684403,NOP,OPTSTK,DABUR,PE,235,2016-10-27,2500
3642025,NOP,OPTSTK,DABUR,CE,240,2016-10-27,2500
3642026,NOP,OPTSTK,DABUR,PE,240,2016-10-27,2500
3642025,NOP,OPTSTK,DABUR,CE,240,2016-10-27,2500
3642026,NOP,OPTSTK,DABUR,PE,240,2016-10-27,2500
3684404,NOP,OPTSTK,DABUR,CE,245,2016-10-27,2500
3684405,NOP,OPTSTK,DABUR,PE,245,2016-10-27,2500
3642027,NOP,OPTSTK,DABUR,CE,250,2016-10-27,2500
3642028,NOP,OPTSTK,DABUR,PE,250,2016-10-27,2500
3642027,NOP,OPTSTK,DABUR,CE,250,2016-10-27,2500
3642028,NOP,OPTSTK,DABUR,PE,250,2016-10-27,2500
3684406,NOP,OPTSTK,DABUR,CE,255,2016-10-27,2500
3684407,NOP,OPTSTK,DABUR,PE,255,2016-10-27,2500
3642029,NOP,OPTSTK,DABUR,CE,260,2016-10-27,2500
3642020,NOP,OPTSTK,DABUR,PE,260,2016-10-27,2500
3642029,NOP,OPTSTK,DABUR,CE,260,2016-10-27,2500
3642020,NOP,OPTSTK,DABUR,PE,260,2016-10-27,2500
3684408,NOP,OPTSTK,DABUR,CE,265,2016-10-27,2500
3684409,NOP,OPTSTK,DABUR,PE,265,2016-10-27,2500
3642021,NOP,OPTSTK,DABUR,CE,270,2016-10-27,2500
3642018,NOP,OPTSTK,DABUR,PE,270,2016-10-27,2500
3642021,NOP,OPTSTK,DABUR,CE,270,2016-10-27,2500
3642018,NOP,OPTSTK,DABUR,PE,270,2016-10-27,2500
3684410,NOP,OPTSTK,DABUR,CE,275,2016-10-27,2500
3684411,NOP,OPTSTK,DABUR,PE,275,2016-10-27,2500
3642019,NOP,OPTSTK,DABUR,CE,280,2016-10-27,2500
3642016,NOP,OPTSTK,DABUR,PE,280,2016-10-27,2500
3642019,NOP,OPTSTK,DABUR,CE,280,2016-10-27,2500
3642016,NOP,OPTSTK,DABUR,PE,280,2016-10-27,2500
3684412,NOP,OPTSTK,DABUR,CE,285,2016-10-27,2500
3684413,NOP,OPTSTK,DABUR,PE,285,2016-10-27,2500
3642017,NOP,OPTSTK,DABUR,CE,290,2016-10-27,2500
3642096,NOP,OPTSTK,DABUR,PE,290,2016-10-27,2500
3642017,NOP,OPTSTK,DABUR,CE,290,2016-10-27,2500
3642096,NOP,OPTSTK,DABUR,PE,290,2016-10-27,2500
3684414,NOP,OPTSTK,DABUR,CE,295,2016-10-27,2500
3684415,NOP,OPTSTK,DABUR,PE,295,2016-10-27,2500
3642097,NOP,OPTSTK,DABUR,CE,300,2016-10-27,2500
3642098,NOP,OPTSTK,DABUR,PE,300,2016-10-27,2500
3642097,NOP,OPTSTK,DABUR,CE,300,2016-10-27,2500
3642098,NOP,OPTSTK,DABUR,PE,300,2016-10-27,2500
3684416,NOP,OPTSTK,DABUR,CE,305,2016-10-27,2500
3684417,NOP,OPTSTK,DABUR,PE,305,2016-10-27,2500
3642099,NOP,OPTSTK,DABUR,CE,310,2016-10-27,2500
3642100,NOP,OPTSTK,DABUR,PE,310,2016-10-27,2500
3642099,NOP,OPTSTK,DABUR,CE,310,2016-10-27,2500
3642100,NOP,OPTSTK,DABUR,PE,310,2016-10-27,2500
3684418,NOP,OPTSTK,DABUR,CE,315,2016-10-27,2500
3684419,NOP,OPTSTK,DABUR,PE,315,2016-10-27,2500
3642101,NOP,OPTSTK,DABUR,CE,320,2016-10-27,2500
3642102,NOP,OPTSTK,DABUR,PE,320,2016-10-27,2500
3642101,NOP,OPTSTK,DABUR,CE,320,2016-10-27,2500
3642102,NOP,OPTSTK,DABUR,PE,320,2016-10-27,2500
3684420,NOP,OPTSTK,DABUR,CE,325,2016-10-27,2500
3684421,NOP,OPTSTK,DABUR,PE,325,2016-10-27,2500
3642103,NOP,OPTSTK,DABUR,CE,330,2016-10-27,2500
3642104,NOP,OPTSTK,DABUR,PE,330,2016-10-27,2500
3642103,NOP,OPTSTK,DABUR,CE,330,2016-10-27,2500
3642104,NOP,OPTSTK,DABUR,PE,330,2016-10-27,2500
3684422,NOP,OPTSTK,DABUR,CE,335,2016-10-27,2500
3684423,NOP,OPTSTK,DABUR,PE,335,2016-10-27,2500
3642105,NOP,OPTSTK,DABUR,CE,340,2016-10-27,2500
3642092,NOP,OPTSTK,DABUR,PE,340,2016-10-27,2500
3642105,NOP,OPTSTK,DABUR,CE,340,2016-10-27,2500
3642092,NOP,OPTSTK,DABUR,PE,340,2016-10-27,2500
3684424,NOP,OPTSTK,DABUR,CE,345,2016-10-27,2500
3684425,NOP,OPTSTK,DABUR,PE,345,2016-10-27,2500
3642093,NOP,OPTSTK,DABUR,CE,350,2016-10-27,2500
3642094,NOP,OPTSTK,DABUR,PE,350,2016-10-27,2500
3642093,NOP,OPTSTK,DABUR,CE,350,2016-10-27,2500
3642094,NOP,OPTSTK,DABUR,PE,350,2016-10-27,2500
3684426,NOP,OPTSTK,DABUR,CE,355,2016-10-27,2500
3684427,NOP,OPTSTK,DABUR,PE,355,2016-10-27,2500
3642095,NOP,OPTSTK,DABUR,CE,360,2016-10-27,2500
3642030,NOP,OPTSTK,DABUR,PE,360,2016-10-27,2500
3642095,NOP,OPTSTK,DABUR,CE,360,2016-10-27,2500
3642030,NOP,OPTSTK,DABUR,PE,360,2016-10-27,2500
3684428,NOP,OPTSTK,DABUR,CE,365,2016-10-27,2500
3684429,NOP,OPTSTK,DABUR,PE,365,2016-10-27,2500
3642031,NOP,OPTSTK,DABUR,CE,370,2016-10-27,2500
3642032,NOP,OPTSTK,DABUR,PE,370,2016-10-27,2500
3642031,NOP,OPTSTK,DABUR,CE,370,2016-10-27,2500
3642032,NOP,OPTSTK,DABUR,PE,370,2016-10-27,2500
3701441,NOP,OPTSTK,DABUR,CE,375,2016-10-27,2500
3701442,NOP,OPTSTK,DABUR,PE,375,2016-10-27,2500
3642033,NOP,OPTSTK,DABUR,CE,380,2016-10-27,2500
3642034,NOP,OPTSTK,DABUR,PE,380,2016-10-27,2500
3642033,NOP,OPTSTK,DABUR,CE,380,2016-10-27,2500
3642034,NOP,OPTSTK,DABUR,PE,380,2016-10-27,2500
3703316,NOP,OPTSTK,DABUR,CE,385,2016-10-27,2500
3703317,NOP,OPTSTK,DABUR,PE,385,2016-10-27,2500
3642035,NOP,OPTSTK,DABUR,CE,390,2016-10-27,2500
3642036,NOP,OPTSTK,DABUR,PE,390,2016-10-27,2500
3642035,NOP,OPTSTK,DABUR,CE,390,2016-10-27,2500
3642036,NOP,OPTSTK,DABUR,PE,390,2016-10-27,2500
3642037,NOP,OPTSTK,DABUR,CE,400,2016-10-27,2500
3642038,NOP,OPTSTK,DABUR,PE,400,2016-10-27,2500
3642037,NOP,OPTSTK,DABUR,CE,400,2016-10-27,2500
3642038,NOP,OPTSTK,DABUR,PE,400,2016-10-27,2500
3642039,NOP,OPTSTK,DABUR,CE,410,2016-10-27,2500
3642040,NOP,OPTSTK,DABUR,PE,410,2016-10-27,2500
3642039,NOP,OPTSTK,DABUR,CE,410,2016-10-27,2500
3642040,NOP,OPTSTK,DABUR,PE,410,2016-10-27,2500
3642041,NOP,OPTSTK,DABUR,CE,420,2016-10-27,2500
3642042,NOP,OPTSTK,DABUR,PE,420,2016-10-27,2500
3642041,NOP,OPTSTK,DABUR,CE,420,2016-10-27,2500
3642042,NOP,OPTSTK,DABUR,PE,420,2016-10-27,2500
3642089,NOP,OPTSTK,DABUR,CE,430,2016-10-27,2500
3642090,NOP,OPTSTK,DABUR,PE,430,2016-10-27,2500
3642089,NOP,OPTSTK,DABUR,CE,430,2016-10-27,2500
3642090,NOP,OPTSTK,DABUR,PE,430,2016-10-27,2500
3642091,NOP,OPTSTK,DABUR,CE,440,2016-10-27,2500
3642068,NOP,OPTSTK,DABUR,PE,440,2016-10-27,2500
3642091,NOP,OPTSTK,DABUR,CE,440,2016-10-27,2500
3642068,NOP,OPTSTK,DABUR,PE,440,2016-10-27,2500
3642069,NOP,OPTSTK,DABUR,CE,450,2016-10-27,2500
3642070,NOP,OPTSTK,DABUR,PE,450,2016-10-27,2500
3642069,NOP,OPTSTK,DABUR,CE,450,2016-10-27,2500
3642070,NOP,OPTSTK,DABUR,PE,450,2016-10-27,2500
3682502,NOP,OPTSTK,DABUR,CE,140,2016-11-24,2500
3682503,NOP,OPTSTK,DABUR,PE,140,2016-11-24,2500
3663348,NOP,OPTSTK,DABUR,CE,150,2016-11-24,2500
3663349,NOP,OPTSTK,DABUR,PE,150,2016-11-24,2500
3663350,NOP,OPTSTK,DABUR,CE,160,2016-11-24,2500
3663351,NOP,OPTSTK,DABUR,PE,160,2016-11-24,2500
3663352,NOP,OPTSTK,DABUR,CE,170,2016-11-24,2500
3663353,NOP,OPTSTK,DABUR,PE,170,2016-11-24,2500
3685490,NOP,OPTSTK,DABUR,CE,175,2016-11-24,2500
3685491,NOP,OPTSTK,DABUR,PE,175,2016-11-24,2500
3663354,NOP,OPTSTK,DABUR,CE,180,2016-11-24,2500
3663355,NOP,OPTSTK,DABUR,PE,180,2016-11-24,2500
3685492,NOP,OPTSTK,DABUR,CE,185,2016-11-24,2500
3685493,NOP,OPTSTK,DABUR,PE,185,2016-11-24,2500
3663356,NOP,OPTSTK,DABUR,CE,190,2016-11-24,2500
3663357,NOP,OPTSTK,DABUR,PE,190,2016-11-24,2500
3685494,NOP,OPTSTK,DABUR,CE,195,2016-11-24,2500
3685495,NOP,OPTSTK,DABUR,PE,195,2016-11-24,2500
3663358,NOP,OPTSTK,DABUR,CE,200,2016-11-24,2500
3663359,NOP,OPTSTK,DABUR,PE,200,2016-11-24,2500
3685496,NOP,OPTSTK,DABUR,CE,205,2016-11-24,2500
3685497,NOP,OPTSTK,DABUR,PE,205,2016-11-24,2500
3663360,NOP,OPTSTK,DABUR,CE,210,2016-11-24,2500
3663361,NOP,OPTSTK,DABUR,PE,210,2016-11-24,2500
3685498,NOP,OPTSTK,DABUR,CE,215,2016-11-24,2500
3685499,NOP,OPTSTK,DABUR,PE,215,2016-11-24,2500
3663362,NOP,OPTSTK,DABUR,CE,220,2016-11-24,2500
3663363,NOP,OPTSTK,DABUR,PE,220,2016-11-24,2500
3685500,NOP,OPTSTK,DABUR,CE,225,2016-11-24,2500
3685501,NOP,OPTSTK,DABUR,PE,225,2016-11-24,2500
3663364,NOP,OPTSTK,DABUR,CE,230,2016-11-24,2500
3663365,NOP,OPTSTK,DABUR,PE,230,2016-11-24,2500
3685502,NOP,OPTSTK,DABUR,CE,235,2016-11-24,2500
3685503,NOP,OPTSTK,DABUR,PE,235,2016-11-24,2500
3663366,NOP,OPTSTK,DABUR,CE,240,2016-11-24,2500
3663367,NOP,OPTSTK,DABUR,PE,240,2016-11-24,2500
3685504,NOP,OPTSTK,DABUR,CE,245,2016-11-24,2500
3685465,NOP,OPTSTK,DABUR,PE,245,2016-11-24,2500
3663368,NOP,OPTSTK,DABUR,CE,250,2016-11-24,2500
3663369,NOP,OPTSTK,DABUR,PE,250,2016-11-24,2500
3685466,NOP,OPTSTK,DABUR,CE,255,2016-11-24,2500
3685467,NOP,OPTSTK,DABUR,PE,255,2016-11-24,2500
3663370,NOP,OPTSTK,DABUR,CE,260,2016-11-24,2500
3663371,NOP,OPTSTK,DABUR,PE,260,2016-11-24,2500
3685468,NOP,OPTSTK,DABUR,CE,265,2016-11-24,2500
3685469,NOP,OPTSTK,DABUR,PE,265,2016-11-24,2500
3663372,NOP,OPTSTK,DABUR,CE,270,2016-11-24,2500
3663373,NOP,OPTSTK,DABUR,PE,270,2016-11-24,2500
3685470,NOP,OPTSTK,DABUR,CE,275,2016-11-24,2500
3685471,NOP,OPTSTK,DABUR,PE,275,2016-11-24,2500
3663374,NOP,OPTSTK,DABUR,CE,280,2016-11-24,2500
3663375,NOP,OPTSTK,DABUR,PE,280,2016-11-24,2500
3685472,NOP,OPTSTK,DABUR,CE,285,2016-11-24,2500
3685473,NOP,OPTSTK,DABUR,PE,285,2016-11-24,2500
3663376,NOP,OPTSTK,DABUR,CE,290,2016-11-24,2500
3663377,NOP,OPTSTK,DABUR,PE,290,2016-11-24,2500
3685474,NOP,OPTSTK,DABUR,CE,295,2016-11-24,2500
3685475,NOP,OPTSTK,DABUR,PE,295,2016-11-24,2500
3663378,NOP,OPTSTK,DABUR,CE,300,2016-11-24,2500
3663379,NOP,OPTSTK,DABUR,PE,300,2016-11-24,2500
3685476,NOP,OPTSTK,DABUR,CE,305,2016-11-24,2500
3685477,NOP,OPTSTK,DABUR,PE,305,2016-11-24,2500
3663380,NOP,OPTSTK,DABUR,CE,310,2016-11-24,2500
3663381,NOP,OPTSTK,DABUR,PE,310,2016-11-24,2500
3685478,NOP,OPTSTK,DABUR,CE,315,2016-11-24,2500
3685479,NOP,OPTSTK,DABUR,PE,315,2016-11-24,2500
3663382,NOP,OPTSTK,DABUR,CE,320,2016-11-24,2500
3663383,NOP,OPTSTK,DABUR,PE,320,2016-11-24,2500
3685480,NOP,OPTSTK,DABUR,CE,325,2016-11-24,2500
3685481,NOP,OPTSTK,DABUR,PE,325,2016-11-24,2500
3663384,NOP,OPTSTK,DABUR,CE,330,2016-11-24,2500
3663385,NOP,OPTSTK,DABUR,PE,330,2016-11-24,2500
3685482,NOP,OPTSTK,DABUR,CE,335,2016-11-24,2500
3685483,NOP,OPTSTK,DABUR,PE,335,2016-11-24,2500
3663386,NOP,OPTSTK,DABUR,CE,340,2016-11-24,2500
3663387,NOP,OPTSTK,DABUR,PE,340,2016-11-24,2500
3685484,NOP,OPTSTK,DABUR,CE,345,2016-11-24,2500
3685485,NOP,OPTSTK,DABUR,PE,345,2016-11-24,2500
3663388,NOP,OPTSTK,DABUR,CE,350,2016-11-24,2500
3663389,NOP,OPTSTK,DABUR,PE,350,2016-11-24,2500
3685486,NOP,OPTSTK,DABUR,CE,355,2016-11-24,2500
3685487,NOP,OPTSTK,DABUR,PE,355,2016-11-24,2500
3663390,NOP,OPTSTK,DABUR,CE,360,2016-11-24,2500
3663391,NOP,OPTSTK,DABUR,PE,360,2016-11-24,2500
3685488,NOP,OPTSTK,DABUR,CE,365,2016-11-24,2500
3685489,NOP,OPTSTK,DABUR,PE,365,2016-11-24,2500
3663392,NOP,OPTSTK,DABUR,CE,370,2016-11-24,2500
